Date,Open,High,Low,Close
2013-01-01,1410.6,1427.9,1408.3,1415.1
2013-01-02,1421.0,1626.6,1416.15,1607.4
2013-01-03,1632.55,1673.9,1613.05,1626.2
2013-01-04,1627.75,1627.75,1574.6,1579.05
2013-01-07,1580.0,1639.5,1565.5,1595.65
2013-01-08,1600.0,1656.0,1592.8,1625.2
2013-01-09,1633.1,1635.7,1595.55,1602.95
2013-01-10,1631.0,1631.0,1589.0,1603.75
2013-01-11,1613.3,1613.35,1575.0,1581.9
2013-01-14,1588.1,1608.0,1580.0,1593.7
2013-01-15,1605.45,1605.45,1582.2,1586.95
2013-01-16,1588.05,1591.15,1570.0,1572.7
2013-01-17,1577.15,1645.8,1570.0,1599.9
2013-01-18,1609.8,1614.7,1578.55,1587.0
2013-01-21,1594.75,1621.0,1587.95,1596.9
2013-01-22,1596.95,1609.9,1572.3,1578.9
2013-01-23,1581.15,1592.5,1535.0,1556.0
2013-01-24,1558.0,1574.4,1516.15,1528.6
2013-01-25,1538.6,1603.7,1533.4,1584.6
2013-01-28,1598.95,1612.15,1561.7,1570.25
2013-01-29,1570.25,1577.95,1545.1,1549.05
2013-01-30,1555.0,1559.8,1511.6,1523.0
2013-01-31,1523.0,1530.05,1495.0,1503.7
2013-02-01,1504.0,1551.9,1500.0,1521.6
2013-02-04,1533.1,1549.0,1505.0,1508.9
2013-02-05,1502.05,1524.65,1483.15,1504.25
2013-02-06,1519.35,1531.0,1506.0,1512.65
2013-02-07,1515.0,1525.1,1490.4,1498.8
2013-02-08,1510.0,1510.0,1472.25,1485.8
2013-02-11,1498.4,1511.95,1476.0,1483.15
2013-02-12,1490.45,1505.9,1478.0,1489.55
2013-02-13,1498.3,1539.0,1480.65,1493.9
2013-02-14,1492.5,1507.9,1479.95,1481.45
2013-02-15,1479.95,1500.0,1479.95,1485.55
2013-02-18,1491.25,1513.0,1486.15,1491.45
2013-02-19,1497.95,1524.6,1486.15,1513.2
2013-02-20,1520.0,1535.0,1513.0,1518.6
2013-02-21,1514.4,1548.95,1502.05,1510.7
2013-02-22,1519.85,1519.95,1501.0,1507.65
2013-02-25,1519.05,1524.85,1420.0,1484.3
2013-02-26,1482.0,1489.9,1456.55,1463.2
2013-02-27,1477.65,1495.0,1420.5,1469.55
2013-02-28,1500.0,1500.0,1438.0,1442.15
2013-03-01,1442.0,1453.7,1415.2,1422.15
2013-03-04,1421.4,1452.0,1405.0,1428.65
2013-03-05,1446.9,1473.0,1432.0,1461.8
2013-03-06,1469.6,1504.0,1455.0,1492.1
2013-03-07,1492.1,1510.0,1474.3,1501.9
2013-03-08,1505.0,1525.0,1502.05,1508.65
2013-03-11,1505.05,1523.0,1505.0,1509.45
2013-03-12,1510.05,1605.0,1509.8,1587.9
2013-03-13,1585.0,1606.8,1544.0,1553.4
2013-03-14,1560.75,1623.95,1540.0,1599.5
2013-03-15,1609.0,1611.2,1564.0,1573.05
2013-03-18,1568.95,1588.0,1551.05,1565.65
2013-03-19,1563.95,1574.85,1497.0,1511.0
2013-03-20,1511.95,1511.95,1472.0,1485.5
2013-03-21,1498.45,1513.95,1475.0,1480.15
2013-03-22,1483.0,1498.0,1466.4,1483.45
2013-03-25,1490.1,1524.95,1470.25,1475.3
2013-03-26,1485.0,1488.0,1461.5,1470.1
2013-03-28,1478.95,1502.7,1465.5,1475.5
2013-04-01,1469.0,1512.0,1469.0,1498.9
2013-04-02,1484.0,1569.0,1484.0,1547.5
2013-04-03,1521.05,1575.0,1521.05,1535.4
2013-04-04,1533.0,1544.85,1501.0,1504.75
2013-04-05,1500.0,1552.7,1500.0,1518.7
2013-04-08,1519.0,1543.0,1510.1,1515.55
2013-04-09,1514.5,1536.0,1478.4,1502.15
2013-04-10,1505.1,1520.0,1485.0,1503.45
2013-04-11,1511.0,1534.55,1501.2,1507.3
2013-04-12,1511.0,1511.0,1490.0,1493.35
2013-04-15,1492.0,1516.0,1490.0,1500.4
2013-04-16,1507.85,1534.0,1500.4,1508.75
2013-04-17,1515.0,1527.9,1507.05,1511.35
2013-04-18,1496.0,1557.0,1496.0,1517.95
2013-04-22,1526.0,1533.2,1511.5,1528.05
2013-04-23,1530.0,1540.0,1515.1,1521.2
2013-04-25,1530.0,1534.4,1512.5,1515.35
2013-04-26,1515.3,1559.0,1502.6,1517.3
2013-04-29,1505.0,1556.0,1489.1,1542.95
2013-04-30,1540.0,1609.95,1540.0,1592.75
2013-05-02,1600.75,1641.0,1561.1,1612.45
2013-05-03,1620.0,1639.0,1600.1,1621.7
2013-05-06,1634.0,1645.0,1615.0,1630.15
2013-05-07,1637.0,1645.4,1626.4,1636.5
2013-05-08,1641.0,1679.7,1621.75,1634.3
2013-05-09,1636.3,1647.0,1622.0,1629.05
2013-05-10,1629.05,1660.25,1624.6,1636.85
2013-05-11,1649.95,1654.0,1636.95,1648.2
2013-05-13,1651.0,1674.85,1624.0,1631.65
2013-05-14,1585.1,1607.85,1558.0,1563.3
2013-05-15,1582.8,1593.0,1570.2,1573.6
2013-05-16,1559.0,1584.0,1551.15,1566.35
2013-05-17,1576.0,1576.0,1547.3,1557.25
2013-05-20,1569.4,1589.0,1541.15,1548.3
2013-05-21,1560.9,1560.9,1525.65,1534.75
2013-05-22,1542.7,1548.4,1523.65,1528.9
2013-05-23,1537.0,1537.0,1500.85,1514.0
2013-05-24,1530.0,1532.9,1512.5,1522.35
2013-05-27,1521.45,1538.0,1515.0,1520.25
2013-05-28,1515.0,1525.0,1506.0,1512.9
2013-05-29,1521.0,1533.9,1510.0,1515.75
2013-05-30,1510.0,1524.5,1488.0,1500.7
2013-05-31,1490.05,1500.0,1480.0,1486.75
2013-06-03,1485.0,1497.5,1451.0,1467.4
2013-06-04,1453.0,1509.0,1453.0,1462.15
2013-06-05,1449.0,1470.0,1449.0,1459.5
2013-06-06,1465.0,1470.0,1455.35,1463.7
2013-06-07,1466.2,1484.85,1446.0,1451.7
2013-06-10,1446.8,1460.5,1421.1,1425.6
2013-06-11,1419.0,1419.0,1370.0,1375.75
2013-06-12,1372.0,1372.2,1100.6,1100.6
2013-06-13,880.5,1098.0,880.5,1026.45
2013-06-14,1065.0,1114.0,1065.0,1091.15
2013-06-17,1106.4,1129.15,1095.6,1106.2
2013-06-18,1116.8,1135.5,1101.0,1106.05
2013-06-19,1114.4,1117.0,1080.0,1083.6
2013-06-20,1075.0,1075.0,1015.1,1048.8
2013-06-21,1045.0,1045.0,905.0,984.1
2013-06-24,980.0,982.9,948.1,959.3
2013-06-25,959.25,999.0,932.75,984.7
2013-06-26,990.0,1014.9,951.0,965.2
2013-06-27,970.9,992.95,967.15,984.15
2013-06-28,998.0,1002.9,985.3,996.9
2013-07-01,999.0,1020.9,997.95,1015.25
2013-07-02,1020.0,1030.0,993.6,999.0
2013-07-03,994.0,998.8,971.0,977.95
2013-07-04,977.0,1012.5,977.0,991.15
2013-07-05,998.8,1023.8,990.05,1000.0
2013-07-08,993.0,995.9,973.0,986.25
2013-07-09,994.9,1014.0,992.0,1000.15
2013-07-10,1012.25,1094.5,1012.25,1078.1
2013-07-11,1095.0,1109.0,1071.2,1079.1
2013-07-12,1080.2,1086.8,1052.3,1068.45
2013-07-15,1063.1,1087.9,1048.8,1075.8
2013-07-16,1066.0,1100.0,1051.7,1070.4
2013-07-17,1080.0,1117.0,1067.0,1077.1
2013-07-18,1082.25,1107.0,1055.0,1062.95
2013-07-19,1072.0,1084.8,1060.0,1066.4
2013-07-22,1072.0,1079.85,1051.15,1058.15
2013-07-23,1063.0,1076.0,1058.8,1063.15
2013-07-24,1059.95,1059.95,1018.05,1031.6
2013-07-25,1030.0,1043.9,1014.0,1019.55
2013-07-26,1023.15,1106.0,980.1,1072.85
2013-07-29,1078.4,1104.85,1057.0,1072.45
2013-07-30,1080.0,1082.0,1025.4,1042.4
2013-07-31,1030.0,1074.95,990.0,1056.7
2013-08-01,1065.0,1067.6,1022.35,1032.6
2013-08-02,1032.85,1039.65,981.0,993.0
2013-08-05,996.0,1012.0,984.1,1004.8
2013-08-06,990.0,999.0,958.35,970.25
2013-08-07,979.95,984.85,955.0,969.4
2013-08-08,971.0,996.9,961.0,966.15
2013-08-12,973.25,989.0,970.6,973.25
2013-08-13,982.2,1008.3,976.35,997.75
2013-08-14,999.0,1034.95,998.0,1020.4
2013-08-16,1012.0,1016.9,961.25,966.25
2013-08-19,967.0,983.4,956.0,963.75
2013-08-20,950.0,981.8,940.1,976.05
2013-08-21,981.4,988.35,947.45,954.65
2013-08-22,950.0,975.0,940.1,958.75
2013-08-23,966.0,968.85,952.15,956.75
2013-08-26,955.0,992.0,955.0,972.4
2013-08-27,960.05,967.7,945.0,949.1
2013-08-28,942.0,949.95,920.25,937.6
2013-08-29,949.0,958.8,938.0,941.6
2013-08-30,940.0,960.4,938.0,941.45
2013-09-02,945.0,967.0,943.0,951.2
2013-09-03,953.0,957.95,941.0,946.25
2013-09-04,950.0,956.0,939.7,943.6
2013-09-05,955.0,960.0,942.5,944.6
2013-09-06,953.4,953.4,936.0,942.75
2013-09-10,950.0,1004.9,950.0,987.2
2013-09-11,993.0,1016.9,973.45,1003.3
2013-09-12,1010.95,1054.7,1001.0,1011.6
2013-09-13,1014.0,1024.9,1001.0,1010.8
2013-09-16,1023.0,1023.0,1006.0,1012.85
2013-09-17,1012.0,1014.95,995.25,999.3
2013-09-18,999.0,1035.0,990.1,1018.1
2013-09-19,1035.0,1049.0,1022.05,1034.3
2013-09-20,1035.0,1049.8,994.95,1013.85
2013-09-23,1004.0,1038.8,1002.0,1018.75
2013-09-24,1015.0,1026.95,1001.0,1005.4
2013-09-25,1008.0,1016.2,985.95,991.5
2013-09-26,998.0,1010.0,990.0,1007.7
2013-09-27,1006.2,1020.0,1000.1,1004.45
2013-09-30,995.05,1005.0,984.15,991.2
2013-10-01,996.0,1007.9,985.0,1000.7
2013-10-03,1010.0,1032.0,1006.05,1010.5
2013-10-04,1016.0,1028.9,1005.05,1008.15
2013-10-07,1005.0,1017.7,1000.1,1008.2
2013-10-08,1014.9,1016.6,995.0,1001.0
2013-10-09,1002.0,1013.0,999.0,1006.75
2013-10-10,1008.0,1102.0,1008.0,1075.05
2013-10-11,1090.0,1124.0,1070.0,1107.25
2013-10-14,1108.0,1144.0,1105.05,1109.0
2013-10-15,1115.0,1130.0,1071.15,1076.75
2013-10-17,1076.2,1127.45,1076.2,1115.7
2013-10-18,1121.8,1133.3,1101.55,1112.6
2013-10-21,1118.0,1130.0,1105.0,1113.5
2013-10-22,1117.7,1135.0,1102.55,1105.85
2013-10-23,1108.0,1109.9,1078.0,1085.05
2013-10-24,1081.0,1157.2,1081.0,1108.35
2013-10-25,1105.0,1114.9,1070.0,1092.55
2013-10-28,1099.6,1099.7,1070.0,1074.0
2013-10-29,1079.85,1098.0,1060.0,1079.35
2013-10-30,1086.0,1108.0,1070.4,1086.5
2013-10-31,1093.95,1103.0,1085.0,1093.95
2013-11-01,1090.0,1138.0,1090.0,1124.8
2013-11-03,1133.4,1135.8,1123.0,1127.8
2013-11-05,1128.0,1159.0,1115.0,1138.55
2013-11-06,1138.55,1182.9,1124.0,1130.5
2013-11-07,1132.0,1155.95,1020.05,1054.75
2013-11-08,1060.0,1065.0,1012.0,1029.5
2013-11-11,1020.0,1036.95,1005.1,1008.9
2013-11-12,1010.0,1042.5,1002.0,1019.7
2013-11-13,1026.0,1034.5,1006.2,1012.45
2013-11-14,1015.0,1036.0,1013.45,1023.45
2013-11-18,1027.0,1038.0,1023.05,1029.15
2013-11-19,1025.0,1039.0,1025.0,1029.65
2013-11-20,1030.0,1055.0,1017.75,1027.2
2013-11-21,1030.0,1035.0,1000.0,1006.6
2013-11-22,1010.2,1037.8,990.05,996.4
2013-11-25,1001.0,1017.55,995.15,998.55
2013-11-26,1006.7,1014.3,993.0,997.55
2013-11-27,1000.0,1006.0,975.0,978.95
2013-11-28,988.0,992.75,974.0,979.4
2013-11-29,978.0,998.35,978.0,987.5
2013-12-02,988.0,1011.5,988.0,993.35
2013-12-03,994.0,1002.2,985.0,989.4
2013-12-04,985.05,1019.0,985.05,993.2
2013-12-05,1003.35,1023.9,991.8,996.4
2013-12-06,996.0,1005.0,993.0,995.1
2013-12-09,1009.0,1010.0,990.0,991.95
2013-12-10,995.0,1006.0,981.4,988.0
2013-12-11,992.9,994.8,973.55,978.15
2013-12-12,981.0,989.0,960.0,963.4
2013-12-13,955.0,969.0,953.2,956.85
2013-12-16,950.1,970.0,950.1,957.85
2013-12-17,958.1,972.0,958.1,962.8
2013-12-18,956.6,978.8,956.55,970.3
2013-12-19,975.0,978.0,958.0,961.15
2013-12-20,956.0,989.0,956.0,978.95
2013-12-23,980.0,997.7,980.0,986.8
2013-12-24,990.0,995.05,979.0,984.55
2013-12-26,980.0,1008.0,979.1,991.75
2013-12-27,992.25,999.0,985.0,987.35
2013-12-30,990.25,994.4,980.0,984.7
2013-12-31,990.0,991.0,976.0,979.7
2014-01-01,986.0,1005.0,980.3,992.45
2014-01-02,995.25,1012.4,981.0,982.6
2014-01-03,980.0,990.5,977.0,987.05
2014-01-06,990.0,994.7,982.0,984.8
2014-01-07,981.4,1030.0,981.4,1017.75
2014-01-08,1025.7,1043.0,1014.75,1028.85
2014-01-09,1034.0,1055.0,1016.2,1049.9
2014-01-10,1050.0,1090.9,1030.75,1046.75
2014-01-13,1051.95,1055.7,1012.1,1021.95
2014-01-14,1024.0,1037.7,1013.0,1017.65
2014-01-15,1016.25,1032.0,1016.0,1019.85
2014-01-16,1021.25,1024.65,990.2,993.8
2014-01-17,999.0,999.0,961.0,963.9
2014-01-20,965.0,974.25,956.1,969.95
2014-01-21,976.0,987.8,970.0,973.5
2014-01-22,984.0,989.95,945.1,951.1
2014-01-23,952.0,957.0,925.0,926.75
2014-01-24,927.7,930.9,909.0,911.8
2014-01-27,900.0,902.0,882.0,889.25
2014-01-28,882.15,903.5,882.15,891.6
2014-01-29,895.0,919.0,894.95,897.2
2014-01-30,887.95,892.0,870.05,879.75
2014-01-31,877.1,894.9,874.05,878.1
2014-02-03,873.0,891.8,873.0,877.35
2014-02-04,870.0,908.0,870.0,896.95
2014-02-05,902.0,926.15,893.95,898.0
2014-02-06,904.7,916.0,895.8,909.65
2014-02-07,915.0,928.0,910.0,914.1
2014-02-10,920.0,920.8,893.25,896.0
2014-02-11,895.05,918.9,895.05,907.7
2014-02-12,908.0,915.0,898.0,901.55
2014-02-13,907.4,907.4,878.2,880.65
2014-02-14,890.0,893.0,871.0,881.4
2014-02-17,887.65,887.65,872.5,874.45
2014-02-18,878.3,885.0,868.35,879.4
2014-02-19,884.4,915.0,884.4,904.55
2014-02-20,907.5,941.0,905.05,925.6
2014-02-21,934.0,947.2,910.5,915.6
2014-02-24,915.6,929.9,910.1,914.3
2014-02-25,921.45,930.0,907.0,909.3
2014-02-26,915.0,925.9,906.1,908.4
2014-02-28,915.75,923.0,906.2,909.75
2014-03-03,911.0,915.1,882.35,888.15
2014-03-04,894.7,933.9,894.6,913.35
2014-03-05,920.9,922.6,905.0,909.95
2014-03-06,916.9,928.0,910.35,914.95
2014-03-07,918.0,924.0,897.2,904.85
2014-03-10,908.0,924.0,901.2,905.1
2014-03-11,913.0,930.6,910.0,918.1
2014-03-12,921.85,977.0,921.85,953.75
2014-03-13,961.0,966.7,934.65,939.3
2014-03-14,937.0,938.9,923.0,930.7
2014-03-18,937.0,939.7,917.55,923.5
2014-03-19,929.9,947.0,922.5,933.1
2014-03-20,938.0,946.8,930.0,932.3
2014-03-21,932.05,944.9,932.05,935.55
2014-03-22,940.0,941.5,933.0,934.8
2014-03-24,935.0,945.0,935.0,942.0
2014-03-25,940.0,960.0,940.0,948.05
2014-03-26,949.0,956.0,918.0,927.7
2014-03-27,934.0,938.4,924.0,928.45
2014-03-28,930.5,952.0,924.0,941.85
2014-03-31,948.9,974.0,944.0,954.05
2014-04-01,958.0,1041.35,948.0,1029.25
2014-04-02,1038.5,1050.0,1010.05,1016.1
2014-04-03,1020.0,1040.0,1010.0,1018.9
2014-04-04,1026.0,1044.2,996.75,1003.3
2014-04-07,1010.85,1024.85,1000.0,1007.5
2014-04-09,1015.95,1075.0,1012.1,1049.5
2014-04-10,1055.0,1064.0,1029.0,1032.8
2014-04-11,1035.1,1052.8,1022.2,1032.45
2014-04-15,1039.65,1051.8,1020.1,1024.8
2014-04-16,1028.55,1032.65,1010.0,1012.65
2014-04-17,1017.95,1038.0,1002.5,1028.95
2014-04-21,1037.15,1047.9,1022.25,1026.1
2014-04-22,1020.15,1035.5,1016.5,1019.75
2014-04-23,1027.65,1048.8,1025.25,1038.75
2014-04-25,1044.0,1062.0,1038.35,1050.75
2014-04-28,1052.2,1057.25,1038.0,1041.4
2014-04-29,1041.4,1046.3,1021.0,1025.15
2014-04-30,1033.0,1039.95,986.0,1007.35
2014-05-02,1014.0,1022.0,1001.25,1017.0
2014-05-05,1020.0,1032.3,1011.05,1021.8
2014-05-06,1020.0,1041.0,1016.15,1023.55
2014-05-07,1021.25,1028.0,1007.0,1010.65
2014-05-08,1012.0,1019.0,996.25,1001.6
2014-05-09,995.65,1020.0,995.65,1017.1
2014-05-12,1010.5,1022.0,999.0,1004.7
2014-05-13,1013.9,1028.0,1011.1,1016.15
2014-05-14,990.0,997.0,948.85,963.35
2014-05-15,971.7,979.15,908.0,914.25
2014-05-16,920.9,936.95,901.2,905.85
2014-05-19,907.1,936.0,907.1,924.7
2014-05-20,930.0,969.0,926.0,955.05
2014-05-21,961.85,968.6,945.1,949.3
2014-05-22,945.15,962.0,939.8,945.0
2014-05-23,950.0,959.4,947.15,953.4
2014-05-26,962.45,963.85,920.0,928.25
2014-05-27,928.05,936.65,912.0,921.4
2014-05-28,916.0,929.0,916.0,920.95
2014-05-29,926.8,940.0,915.0,919.15
2014-05-30,924.1,928.7,908.0,910.95
2014-06-02,905.15,923.0,905.15,917.9
2014-06-03,925.0,942.5,918.25,928.8
2014-06-04,933.95,955.0,929.05,942.5
2014-06-05,944.0,977.0,944.0,966.35
2014-06-06,973.9,1009.0,966.35,1003.55
2014-06-09,1013.0,1038.8,1008.5,1019.1
2014-06-10,1022.0,1024.4,985.15,1002.8
2014-06-11,1005.9,1022.0,982.0,990.25
2014-06-12,990.0,1003.8,976.55,983.75
2014-06-13,990.8,993.0,952.0,956.25
2014-06-16,949.2,976.0,941.0,967.35
2014-06-17,969.7,994.0,966.0,978.4
2014-06-18,977.5,989.0,952.1,965.7
2014-06-19,967.9,979.7,957.0,970.15
2014-06-20,960.45,978.0,955.25,961.7
2014-06-23,955.2,977.95,955.2,960.05
2014-06-24,960.0,986.0,960.0,973.95
2014-06-25,979.0,991.8,969.05,973.7
2014-06-26,971.5,978.95,957.6,961.35
2014-06-27,968.75,987.0,960.1,974.25
2014-06-30,980.0,987.0,970.0,976.3
2014-07-01,980.0,997.85,976.1,984.6
2014-07-02,987.0,1002.7,987.0,992.7
2014-07-03,989.0,994.0,980.1,983.0
2014-07-04,984.0,990.0,972.95,980.9
2014-07-07,987.9,990.7,973.25,978.75
2014-07-08,979.0,985.45,944.6,950.0
2014-07-09,957.8,957.8,932.2,940.4
2014-07-10,941.0,954.0,925.0,941.45
2014-07-11,942.0,948.45,906.05,913.25
2014-07-14,920.0,932.5,912.0,926.2
2014-07-15,932.0,939.0,924.1,935.6
2014-07-16,931.5,949.0,931.5,945.1
2014-07-17,940.15,970.0,937.0,963.6
2014-07-18,959.75,983.0,952.15,965.5
2014-07-21,962.05,975.7,962.05,970.9
2014-07-22,975.45,991.3,932.2,951.75
2014-07-23,945.2,949.0,928.6,936.45
2014-07-24,942.5,945.0,930.6,933.45
2014-07-25,931.0,941.95,926.0,929.6
2014-07-28,929.0,934.9,922.2,924.6
2014-07-30,920.1,928.65,916.0,924.1
2014-07-31,924.1,941.0,920.0,928.1
2014-08-01,920.0,935.0,920.0,921.45
2014-08-04,929.0,929.4,920.65,923.65
2014-08-05,928.9,928.9,921.0,923.7
2014-08-06,921.65,932.0,921.0,925.3
2014-08-07,925.3,930.0,921.5,924.65
2014-08-08,921.0,922.05,906.1,911.3
2014-08-11,920.0,922.9,907.2,909.2
2014-08-12,915.0,915.8,908.0,911.05
2014-08-13,909.85,913.15,895.5,900.45
2014-08-14,902.0,902.0,890.0,895.55
2014-08-18,891.0,934.0,891.0,914.9
2014-08-19,919.9,920.95,908.1,911.8
2014-08-20,911.8,918.0,908.0,912.0
2014-08-21,910.25,934.0,910.25,915.35
2014-08-22,923.0,923.3,908.5,910.95
2014-08-25,910.15,923.9,905.85,909.55
2014-08-26,909.55,915.3,898.0,902.95
2014-08-27,910.0,913.05,897.25,903.3
2014-08-28,905.0,908.5,896.5,898.4
2014-09-01,905.9,905.9,896.5,898.65
2014-09-02,900.0,913.0,895.1,897.75
2014-09-03,902.0,902.0,893.0,896.9
2014-09-04,896.9,925.0,887.05,916.75
2014-09-05,918.6,929.7,909.05,917.4
2014-09-08,913.0,966.0,913.0,953.2
2014-09-09,959.35,975.0,936.1,964.7
2014-09-10,954.9,971.8,950.0,951.9
2014-09-11,953.0,977.0,945.25,959.25
2014-09-12,966.85,977.0,961.0,967.45
2014-09-15,969.0,999.0,968.0,979.85
2014-09-16,983.0,993.9,922.0,933.8
2014-09-17,943.75,954.0,926.0,946.15
2014-09-18,946.0,964.95,940.0,953.25
2014-09-19,958.9,998.0,958.0,970.25
2014-09-22,962.5,979.35,951.0,969.7
2014-09-23,966.0,979.0,940.15,944.65
2014-09-24,936.05,964.4,931.0,953.65
2014-09-25,948.3,962.35,916.55,920.0
2014-09-26,925.8,932.0,913.05,924.2
2014-09-29,929.25,934.7,915.45,920.25
2014-09-30,923.0,942.0,912.0,923.25
2014-10-01,924.0,929.8,915.0,917.05
2014-10-07,921.0,955.0,921.0,928.0
2014-10-08,930.0,943.0,921.0,927.4
2014-10-09,928.05,941.95,928.05,930.3
2014-10-10,930.0,936.45,920.0,921.95
2014-10-13,914.25,932.0,914.25,922.55
2014-10-14,917.35,928.95,917.35,921.3
2014-10-16,920.0,925.0,906.0,909.85
2014-10-17,909.85,916.35,908.15,910.25
2014-10-20,921.0,926.1,907.55,909.8
2014-10-21,915.0,954.9,907.9,942.0
2014-10-22,946.9,946.9,922.6,925.05
2014-10-23,930.9,935.05,926.0,931.55
2014-10-27,936.0,936.0,916.1,920.25
2014-10-28,912.0,927.9,911.0,916.8
2014-10-29,920.0,924.6,913.0,915.95
2014-10-30,917.0,922.85,911.0,917.25
2014-10-31,923.95,938.85,919.4,929.25
2014-11-03,925.0,939.0,925.0,927.4
2014-11-05,923.05,933.0,918.15,921.15
2014-11-07,923.8,923.95,913.2,917.2
2014-11-10,921.0,936.9,914.4,928.8
2014-11-11,930.0,933.0,917.5,920.1
2014-11-12,923.0,926.5,915.2,917.5
2014-11-13,919.45,949.85,916.2,927.5
2014-11-14,928.2,935.0,922.5,926.15
2014-11-17,927.0,984.0,923.0,969.75
2014-11-18,974.0,988.0,969.8,975.65
2014-11-19,976.2,987.0,954.6,959.4
2014-11-20,962.0,986.0,959.65,976.2
2014-11-21,980.0,983.35,956.95,962.9
2014-11-24,969.95,981.7,966.05,969.4
2014-11-25,978.0,1008.0,970.1,977.9
2014-11-26,995.0,1030.0,993.1,1009.7
2014-11-27,1012.5,1022.4,993.0,1009.6
2014-11-28,1014.0,1021.7,997.0,1004.15
2014-12-01,1005.0,1020.0,1002.0,1004.05
2014-12-02,1005.0,1005.0,990.0,1000.2
2014-12-03,1000.2,1024.9,1000.0,1014.5
2014-12-04,1014.5,1022.0,1001.7,1005.7
2014-12-05,1001.35,1027.0,1001.35,1010.05
2014-12-08,1005.0,1013.8,991.4,995.3
2014-12-09,993.0,1007.9,976.8,981.65
2014-12-10,984.8,993.6,979.0,982.3
2014-12-11,984.4,986.95,971.1,980.9
2014-12-12,980.1,1005.0,975.25,980.0
2014-12-15,972.6,981.9,970.15,974.0
2014-12-16,970.0,976.25,942.0,954.05
2014-12-17,946.2,952.95,930.0,932.7
2014-12-18,941.95,960.9,941.95,950.9
2014-12-19,969.0,973.8,955.65,959.35
2014-12-22,962.4,965.9,954.0,959.2
2014-12-23,963.7,964.9,948.0,949.95
2014-12-24,950.0,963.0,941.6,943.4
2014-12-26,944.95,950.0,936.0,939.25
2014-12-29,942.0,949.4,942.0,944.4
2014-12-30,947.4,949.85,942.0,946.5
2014-12-31,946.5,966.25,945.95,955.7
2015-01-01,954.0,963.75,936.0,957.9
2015-01-02,958.0,969.5,950.0,954.6
2015-01-05,952.0,963.05,945.55,948.6
2015-01-06,941.2,947.4,932.0,933.9
2015-01-07,932.2,943.85,923.0,926.85
2015-01-08,931.0,945.0,931.0,942.3
2015-01-09,946.0,962.0,936.0,946.0
2015-01-12,948.0,962.3,942.0,946.4
2015-01-13,948.0,960.0,941.2,948.55
2015-01-14,956.95,997.8,956.95,989.55
2015-01-15,1000.05,1008.45,987.0,992.95
2015-01-16,993.0,999.95,985.1,995.1
2015-01-19,999.0,1007.7,990.0,997.15
2015-01-20,999.0,1024.0,995.3,1009.75
2015-01-21,1013.7,1024.0,1005.1,1010.55
2015-01-22,1010.0,1038.4,1001.0,1004.9
2015-01-23,102.0,106.4,101.0,102.3
2015-01-27,99.7,105.2,97.3,102.05
2015-01-28,101.8,102.4,98.8,99.2
2015-01-29,98.5,100.0,97.1,98.75
2015-01-30,102.0,102.9,97.3,97.85
2015-02-02,98.45,101.7,97.7,98.3
2015-02-03,98.5,100.75,96.0,96.3
2015-02-04,96.8,97.4,93.8,94.35
2015-02-05,94.75,96.0,91.75,92.55
2015-02-06,92.6,92.95,90.0,90.5
